,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
486,487,ihtiyaç sahibi,ihtiyaç sahibi,employment/finances,"Her gün üretim var Hergün 10.00-17.00 arasında toplanan kadınlar, el birliği ile reçel üretiyor. Reçelden elde edilen gelir burs olarak dağıtılıyor. 14 yıldır süren burs AYDA yaklaşık 200 kavanoz reçel üreten ve kavanozunu 12.5 liradan satan kadınlar, reçellerden elde edilen gelirin ""Hacı Süleyman Efendi"" bursuna aktardıklarını belrtti. Reçel gelirleri, 14 yıldır ihtiyaç sahibi 60 öğrenciye aylık 70 lira tutarında burs olarak dağıtılıyor. Etiketler: Atatürkçü Düşünce Derneği","her gün üretim var hergün 10.00-17.00 arasında toplanan kadınlar, el birliği ile reçel üretiyor. reçelden elde edilen gelir burs olarak dağıtılıyor. 14 yıldır süren burs ayda yaklaşık 200 kavanoz reçel üreten ve kavanozunu 12.5 liradan satan kadınlar, reçellerden elde edilen gelirin ""hacı süleyman efendi"" bursuna aktardıklarını belrtti. reçel gelirleri, 14 yıldır ihtiyaç sahibi 60 öğrenciye aylık 70 lira tutarında burs olarak dağıtılıyor. etiketler: atatürkçü düşünce derneği",479,66,"Her gün üretim var Hergün 10.00 - 17.00 arasında toplanan kadınlar, el birliği ile reçel üretiyor. Reçelden elde edilen gelir burs olarak dağıtılıyor. 14 yıldır süren burs AYDA yaklaşık 200 kavanoz reçel üreten ve kavanozunu 12.5 liradan satan kadınlar, reçellerden elde edilen gelirin ""Hacı Süleyman Efendi"" bursuna aktardıklarını belrtti. Reçel gelirleri, 14 yıldır [PET_BOUNDARY]ihtiyaç sahibi[PET_BOUNDARY] 60 öğrenciye aylık 70 lira tutarında burs olarak dağıtılıyor. Etiketler: Atatürkçü Düşünce Derneği",1,sometimes_euph
235,236,ekonomik,ekonomik,employment/finances,"Norveç'te bir gazete tarafından yaptırılan kamuoyu araştırmasına göre, bir yıl içinde Norveçliler arasında AB'ye karşı olanların sayısı yüzde 10 artarak yüzde 60'a yükseldi. Araştırmada, her dört kişiden birinin Avrupa Birliği'ne katılıma onay verdiği belirtildi. Norveç'te daha önce yapılan referandumlarda da AB'ye katılıma karşı çıkan halkın bu yaklaşımında, birlik içindeki ekonomik durumun etkili olduğu kaydediliyor.","norveç'te bir gazete tarafından yaptırılan kamuoyu araştırmasına göre, bir yıl içinde norveçliler arasında ab'ye karşı olanların sayısı yüzde 10 artarak yüzde 60'a yükseldi. araştırmada, her dört kişiden birinin avrupa birliği'ne katılıma onay verdiği belirtildi. norveç'te daha önce yapılan referandumlarda da ab'ye katılıma karşı çıkan halkın bu yaklaşımında, birlik içindeki ekonomik durumun etkili olduğu kaydediliyor.",422,54,"Norveç'te bir gazete tarafından yaptırılan kamuoyu araştırmasına göre, bir yıl içinde Norveçliler arasında AB'ye karşı olanların sayısı yüzde 10 artarak yüzde 60'a yükseldi. Araştırmada, her dört kişiden birinin Avrupa Birliği'ne katılıma onay verdiği belirtildi. Norveç'te daha önce yapılan referandumlarda da AB'ye katılıma karşı çıkan halkın bu yaklaşımında, birlik içindeki [PET_BOUNDARY]ekonomik[PET_BOUNDARY] durumun etkili olduğu kaydediliyor.",0,sometimes_euph
104,105,beklemek,bekliyoruz,bodily functions,"Sony'nin yeni oyun konsolu PS4, ABD ve Kanada'da satışa çıktığı ilk gün 1 milyondan fazla satıldı. İki ülkede sadece bir günde elde edilen başarıyla dikkatleri üzerine çeken ony Computer Entertainment CEO’su Andrew House, ""Latin Amerika ve Avrupa'da da çok iyi rakamlar bekliyoruz"" diye konuştu. Türkiye'deki hayranlarının merakla beklediği PS4, 13 Aralık'ta satışa sunulacak.","sony'nin yeni oyun konsolu ps4, abd ve kanada'da satışa çıktığı ilk gün 1 milyondan fazla satıldı. i̇ki ülkede sadece bir günde elde edilen başarıyla dikkatleri üzerine çeken ony computer entertainment ceo’su andrew house, ""latin amerika ve avrupa'da da çok iyi rakamlar bekliyoruz"" diye konuştu. türkiye'deki hayranlarının merakla beklediği ps4, 13 aralık'ta satışa sunulacak.",377,53,"Sony'nin yeni oyun konsolu PS4, ABD ve Kanada'da satışa çıktığı ilk gün 1 milyondan fazla satıldı. İki ülkede sadece bir günde elde edilen başarıyla dikkatleri üzerine çeken ony Computer Entertainment CEO’su Andrew House, ""Latin Amerika ve Avrupa'da da çok iyi rakamlar [PET_BOUNDARY]bekliyoruz[PET_BOUNDARY]"" diye konuştu. Türkiye'deki hayranlarının merakla beklediği PS4, 13 Aralık'ta satışa sunulacak.",0,sometimes_euph
2148,2149,sıkışmak,sıkıştım,bodily functions,". Eğer gidip dümdüz kapının önünde yatıyorsa ""hadi çıkalım, aceleye gerek yok ama fazla da sallanma! "" demektir. Çok sıkıştım artık çıkalım lütfen! tuvalet eğitiminin ardından! Tuvalet eğitimini Maya'nın gizli asaletinin de sağladığı",eğer gidip dümdüz kapının önünde yatıyorsa hadi çıkalım aceleye gerek yok ama fazla da sallanma  demektir çok sıkıştım artık çıkalım lütfen tuvalet eğitiminin ardından tuvalet eğitimini mayanın gizli asaletinin de sağladığı,233,33,". Eğer gidip dümdüz kapının önünde yatıyorsa ""hadi çıkalım, aceleye gerek yok ama fazla da sallanma! "" demektir. Çok [PET_BOUNDARY]sıkıştım[PET_BOUNDARY] artık çıkalım lütfen! tuvalet eğitiminin ardından! Tuvalet eğitimini Maya'nın gizli asaletinin de sağladığı",1,sometimes_euph
973,974,göğüs,göğüslere,physical/mental attributes,711989	Örneğin büyük göğüslere sahipseniz; Y kesimli kapalı sırt yapısına sahip olan bir mayo tercih etmelisiniz.,örneğin büyük göğüslere sahipseniz; y kesimli kapalı sırt yapısına sahip olan bir mayo tercih etmelisiniz.,107,15,711989	Örneğin büyük [PET_BOUNDARY]göğüslere[PET_BOUNDARY] sahipseniz; Y kesimli kapalı sırt yapısına sahip olan bir mayo tercih etmelisiniz.,1,sometimes_euph
1659,1660,saf,safmış,physical/mental attributes,"programına bağlandı hanımefendi ve acı gerçekle yüzyüze geldim maalesef hanımefendi şaka yapmıyormuş hakikaten safmış :) Allahım yarabbim bu zeka ile bakkaldan 2 ekmeği nasıl alıyor insanlar hayretler içerisindeyim,bırak bakkaldan",programına bağlandı hanımefendi ve acı gerçekle yüzyüze geldim maalesef hanımefendi şaka yapmıyormuş hakikaten safmış  allahım yarabbim bu zeka ile bakkaldan  ekmeği nasıl alıyor insanlar hayretler içerisindeyimbırak bakkaldan,230,29,"programına bağlandı hanımefendi ve acı gerçekle yüzyüze geldim maalesef hanımefendi şaka yapmıyormuş hakikaten [PET_BOUNDARY]safmış[PET_BOUNDARY] :) Allahım yarabbim bu zeka ile bakkaldan 2 ekmeği nasıl alıyor insanlar hayretler içerisindeyim,bırak bakkaldan",1,sometimes_euph
1103,1104,aramızdan ayrıldı,aramızdan ayrılacaklarda,death,"eylem gerçekleştirdi. Uzun soluklu bir koşu bizimkisi kimi zaman tökezleyeceğiz kimi zaman da düşeceğiz. Bu koşuda aramızdan ayrılacaklarda olacaktır. Aramıza yeni katılanlar da... Kenya'nın sembolü olarak bilinen uzun dişli fil Satao II, avcılar",eylem gerçekleştirdi uzun soluklu bir koşu bizimkisi kimi zaman tökezleyeceğiz kimi zaman da düşeceğiz bu koşuda aramızdan ayrılacaklarda olacaktır aramıza yeni katılanlar da kenyanın sembolü olarak bilinen uzun dişli fil satao ii avcılar,246,33,"eylem gerçekleştirdi. Uzun soluklu bir koşu bizimkisi kimi zaman tökezleyeceğiz kimi zaman da düşeceğiz. Bu koşuda [PET_BOUNDARY]aramızdan ayrılacaklarda[PET_BOUNDARY] olacaktır. Aramıza yeni katılanlar da... Kenya'nın sembolü olarak bilinen uzun dişli fil Satao II, avcılar",0,sometimes_euph
1577,1578,abdest bozmak,abdest bozmaktan,bodily functions,"ve emanete ihanet olarak algılanmıştır. Allah Resulü (sav), halkın geçtiği yollarda ve gölgelendiği yerlerde abdest bozmaktan ; yere tükürmekten... men etmiş; yoldan rahatsızlık veren her şeyin kaldırılmasını ve yola sarkan dalların",ve emanete ihanet olarak algılanmıştır allah resulü sav halkın geçtiği yollarda ve gölgelendiği yerlerde abdest bozmaktan  yere tükürmekten men etmiş yoldan rahatsızlık veren her şeyin kaldırılmasını ve yola sarkan dalların,232,31,"ve emanete ihanet olarak algılanmıştır. Allah Resulü (sav), halkın geçtiği yollarda ve gölgelendiği yerlerde [PET_BOUNDARY]abdest bozmaktan[PET_BOUNDARY]; yere tükürmekten... men etmiş; yoldan rahatsızlık veren her şeyin kaldırılmasını ve yola sarkan dalların",1,sometimes_euph
1726,1727,üç harfli,üç harfli,misc.,"alanına giren hususlar; sarf ilmi ve bu ilmin öğretimde nahivden önceye alınması, iştikak ve çeşitleri, idgam, üç harfli fiillerin gruplandırılması, isim-fiiller, kelimede değişiklik (i'lâl), ziyade, hazif, bedel ve ivaz gibi sarfla",alanına giren hususlar sarf ilmi ve bu ilmin öğretimde nahivden önceye alınması iştikak ve çeşitleri idgam üç harfli fiillerin gruplandırılması isimfiiller kelimede değişiklik ill ziyade hazif bedel ve ivaz gibi sarfla,232,31,"alanına giren hususlar; sarf ilmi ve bu ilmin öğretimde nahivden önceye alınması, iştikak ve çeşitleri, idgam, [PET_BOUNDARY]üç harfli[PET_BOUNDARY] fiillerin gruplandırılması, isim-fiiller, kelimede değişiklik (i'lâl), ziyade, hazif, bedel ve ivaz gibi sarfla",0,sometimes_euph
1475,1476,muayyen günü,muayyen günlerimizde,bodily functions,hergün saçlarımla ilgilenir uyandığım her günü kendime özel kılarım 0|0 Özellikle depresif anlarımızda ya da muayyen günlerimizde devamlı yıkanamıyoruz bu dönemlerde çok kepek ve yağlanma sorunu oluyor işte en çok böyle anlarda saçlarımızın,hergün saçlarımla ilgilenir uyandığım her günü kendime özel kılarım  özellikle depresif anlarımızda ya da muayyen günlerimizde devamlı yıkanamıyoruz bu dönemlerde çok kepek ve yağlanma sorunu oluyor işte en çok böyle anlarda saçlarımızın,240,33,hergün saçlarımla ilgilenir uyandığım her günü kendime özel kılarım 0|0 Özellikle depresif anlarımızda ya da [PET_BOUNDARY]muayyen günlerimizde[PET_BOUNDARY] devamlı yıkanamıyoruz bu dönemlerde çok kepek ve yağlanma sorunu oluyor işte en çok böyle anlarda saçlarımızın,1,sometimes_euph
2273,2274,ekonomik,ekonomik,employment/finances,", yurtiçi taksitli otel satışları, yurtdışı otel rezervasyonları, tecrübeli kadromuz tarafından en ekonomik şekilde organize edilmektedir. Ayrıca özel şirket, kurum ve kuruluşlar, dernekler, okullar kulüpler gibi",yurtiçi taksitli otel satışları yurtdışı otel rezervasyonları tecrübeli kadromuz tarafından en ekonomik şekilde organize edilmektedir ayrıca özel şirket kurum ve kuruluşlar dernekler okullar kulüpler gibi,212,26,", yurtiçi taksitli otel satışları, yurtdışı otel rezervasyonları, tecrübeli kadromuz tarafından en [PET_BOUNDARY]ekonomik[PET_BOUNDARY] şekilde organize edilmektedir. Ayrıca özel şirket, kurum ve kuruluşlar, dernekler, okullar kulüpler gibi",1,sometimes_euph
1871,1872,hakka yürümek,hakka yürüdü,death,"birisini daha kaybetti... Sevilen öğretim üyelerinden Prof.Dr. Fikret Otlu, Korona virüsten dolayı bugün hakka yürüdü . Yaşam Haberi Malatyalı Prof.Dr.Fikret Otlu; Bugün hakka yürüdü... Malatya bugün bir değerini daha kaybetti.",birisini daha kaybetti sevilen öğretim üyelerinden profdr fikret otlu korona virüsten dolayı bugün hakka yürüdü  yaşam haberi malatyalı profdrfikret otlu bugün hakka yürüdü malatya bugün bir değerini daha kaybetti,227,30,"birisini daha kaybetti... Sevilen öğretim üyelerinden Prof.Dr. Fikret Otlu, Korona virüsten dolayı bugün [PET_BOUNDARY]hakka yürüdü[PET_BOUNDARY]. Yaşam Haberi Malatyalı Prof.Dr.Fikret Otlu; Bugün hakka yürüdü... Malatya bugün bir değerini daha kaybetti.",1,sometimes_euph
961,962,göğüs,göğüslerine,physical/mental attributes,"413292	Geçimi bozulan kadının veya evlenemeyen kadının göğüslerine, karnına yazılar yazan sapıklardan uzak kalınmalıdır.","	geçimi bozulan kadının veya evlenemeyen kadının göğüslerine, karnına yazılar yazan sapıklardan uzak kalınmalıdır.",114,13,"413292	Geçimi bozulan kadının veya evlenemeyen kadının [PET_BOUNDARY]göğüslerine[PET_BOUNDARY], karnına yazılar yazan sapıklardan uzak kalınmalıdır.",1,sometimes_euph
1176,1177,birlikte olmak,birlikte olmuştum,sexual activity,Merhaba 26 yasindayim bundan iki ay önce bir çocukla tanıştım her şey yolunda gidiyor gibiydi eski erkek arkadaşımla birlikte olmuştum yeni tanıştığım adama bu durumdan bahsettim aramıZda harhangi bir yakınlık olmadı ve su an ben bu adamla görüşmek,merhaba  yasindayim bundan iki ay önce bir çocukla tanıştım her şey yolunda gidiyor gibiydi eski erkek arkadaşımla birlikte olmuştum yeni tanıştığım adama bu durumdan bahsettim aramızda harhangi bir yakınlık olmadı ve su an ben bu adamla görüşmek,248,38,Merhaba 26 yasindayim bundan iki ay önce bir çocukla tanıştım her şey yolunda gidiyor gibiydi eski erkek arkadaşımla [PET_BOUNDARY]birlikte olmuştum[PET_BOUNDARY] yeni tanıştığım adama bu durumdan bahsettim aramıZda harhangi bir yakınlık olmadı ve su an ben bu adamla görüşmek,1,sometimes_euph
1520,1521,muayyen günü,muayyen günlerinde,bodily functions,. Kaynatmayı yoğunlaştırmak için ise bir litre suya bir avuç maydanoz tohumu da atılabilir. Kadınların sancılı geçen muayyen günlerinde bu çaydan günde bir bardak tüketilmelidir. Bir litre su ile büyük bir avuç yaprak demlenir. Bu çay yemeklerden sonra,kaynatmayı yoğunlaştırmak için ise bir litre suya bir avuç maydanoz tohumu da atılabilir kadınların sancılı geçen muayyen günlerinde bu çaydan günde bir bardak tüketilmelidir bir litre su ile büyük bir avuç yaprak demlenir bu çay yemeklerden sonra,252,38,. Kaynatmayı yoğunlaştırmak için ise bir litre suya bir avuç maydanoz tohumu da atılabilir. Kadınların sancılı geçen [PET_BOUNDARY]muayyen günlerinde[PET_BOUNDARY] bu çaydan günde bir bardak tüketilmelidir. Bir litre su ile büyük bir avuç yaprak demlenir. Bu çay yemeklerden sonra,1,sometimes_euph
2204,2205,apartman görevlisi,apartman görevlisi,employment/finances,"öğretim yılını tamamlayan öğrencilere Validebağ Korusu'nda karne Şöleni düzenledi. Üsküdar Selimiye'de bir apartman görevlisi kasaya koyulmak için teslim edilen 25 bin liralık çöpe attı, çöp kamyonu geri çağrıldı, çöpler dökülünce heyecandan",öğretim yılını tamamlayan öğrencilere validebağ korusunda karne şöleni düzenledi üsküdar selimiyede bir apartman görevlisi kasaya koyulmak için teslim edilen  bin liralık çöpe attı çöp kamyonu geri çağrıldı çöpler dökülünce heyecandan,241,31,"öğretim yılını tamamlayan öğrencilere Validebağ Korusu'nda karne Şöleni düzenledi. Üsküdar Selimiye'de bir [PET_BOUNDARY]apartman görevlisi[PET_BOUNDARY] kasaya koyulmak için teslim edilen 25 bin liralık çöpe attı, çöp kamyonu geri çağrıldı, çöpler dökülünce heyecandan",1,always_euph
356,357,göğüs,göğüsleyeceğimize,physical/mental attributes,"Bandırmaspor ve Oyak Renault yenilgilerinden sonra, teknik heyetin hedeflediği 9 puanlık galibiyet serisini yakaladıklarını, yeni hedefin rakiplerle puan farkını açmak olduğunu söyleyen Çetinel, "" Çok iyi bir ekibiz ve lig sonunda ipi göğüsleyeceğimize inanıyorum"" diye konuştu. Etiketler:","bandırmaspor ve oyak renault yenilgilerinden sonra, teknik heyetin hedeflediği 9 puanlık galibiyet serisini yakaladıklarını, yeni hedefin rakiplerle puan farkını açmak olduğunu söyleyen çetinel, "" çok iyi bir ekibiz ve lig sonunda ipi göğüsleyeceğimize inanıyorum"" diye konuştu. etiketler:",289,37,"Bandırmaspor ve Oyak Renault yenilgilerinden sonra, teknik heyetin hedeflediği 9 puanlık galibiyet serisini yakaladıklarını, yeni hedefin rakiplerle puan farkını açmak olduğunu söyleyen Çetinel, "" Çok iyi bir ekibiz ve lig sonunda ipi [PET_BOUNDARY]göğüsleyeceğimize[PET_BOUNDARY] inanıyorum"" diye konuştu. Etiketler:",0,sometimes_euph
725,726,seks işçisi,seks işçisi,sexual activity,Tüm Rus kadınlara seks işçisi muamelesi yapmaya kimin ne hakkı  var ?,tüm rus kadınlara seks işçisi muamelesi yapmaya kimin ne hakkı  var,67,11,Tüm Rus kadınlara [PET_BOUNDARY]seks işçisi[PET_BOUNDARY] muamelesi yapmaya kimin ne hakkı  var?,1,always_euph
412,413,hayat kadını,hayat kadını,sexual activity,"ABC televizyonuna konuşan Rowe, Osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. Hayat kadını, News of the World gazetesi tarafından telefonlarının dinlendiğini ve Osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. Etiketler:","abc televizyonuna konuşan rowe, osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. hayat kadını, news of the world gazetesi tarafından telefonlarının dinlendiğini ve osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. etiketler:",273,33,"ABC televizyonuna konuşan Rowe, Osborne ile 20’li yaşlarındayken kokain kullandığını söyledi. [PET_BOUNDARY]Hayat kadını[PET_BOUNDARY], News of the World gazetesi tarafından telefonlarının dinlendiğini ve Osborne’un talebi üzerine gazetenin iddiaları yumuşatarak yayınladığını da öne sürdü. Etiketler:",1,always_euph
915,916,madde,madde,substances,46274        Ancak madde kullandığından kuşku duyulan bir gençten idrar istemenin ne derece doğru olacağı tartışılmalıdır.,ancak madde kullandığından kuşku duyulan bir gençten idrar istemenin ne derece doğru olacağı tartışılmalıdır,108,14,46274        Ancak [PET_BOUNDARY]madde[PET_BOUNDARY] kullandığından kuşku duyulan bir gençten idrar istemenin ne derece doğru olacağı tartışılmalıdır,1,sometimes_euph
68,69,beklemek,beklediği,bodily functions,"ABD'de yayımlanan Star dergisi, bebek beklediği bilinen çiftin mutluluğunun bugünlerde ikiye katlandığını yazdı. 47 yaşındaki Preston ve 56 yaşındaki Travolta'nın 10 yaşında Ella adlı bir kızları var. Travolta'nın uzun süredir hasta olan oğlu Jett, geçen yıl Bahamalar'da tatildeyken yaşamını yitirmişti.","abd'de yayımlanan star dergisi, bebek beklediği bilinen çiftin mutluluğunun bugünlerde ikiye katlandığını yazdı. 47 yaşındaki preston ve 56 yaşındaki travolta'nın 10 yaşında ella adlı bir kızları var. travolta'nın uzun süredir hasta olan oğlu jett, geçen yıl bahamalar'da tatildeyken yaşamını yitirmişti.",304,40,"ABD'de yayımlanan Star dergisi, bebek [PET_BOUNDARY]beklediği[PET_BOUNDARY] bilinen çiftin mutluluğunun bugünlerde ikiye katlandığını yazdı. 47 yaşındaki Preston ve 56 yaşındaki Travolta'nın 10 yaşında Ella adlı bir kızları var. Travolta'nın uzun süredir hasta olan oğlu Jett, geçen yıl Bahamalar'da tatildeyken yaşamını yitirmişti.",1,sometimes_euph
166,167,cennete gitmek,cennete giden,death,"T24- Tayvan Deniz Kuvvetleri'nde görev alan askerler, hem kara hem deniz eğitiminden geçiriliyor. Tayvan'ın güneyindeki Zuoying bölgesinde verilen 9 haftalık bu zorlu eğitimin son aşamasının adı ise ""Cennete giden yol""... Askerler ""Cennete giden yol"" eğitiminde sivriltilmiş mercan kayalarında sürünme, takla atma gibi birçok zorlu engelden geçiriliyor. İşte zorlu eğitimden kareler... CENNETE GİDEN YOL/FOTO GALERİ","t24- tayvan deniz kuvvetleri'nde görev alan askerler, hem kara hem deniz eğitiminden geçiriliyor. tayvan'ın güneyindeki zuoying bölgesinde verilen 9 haftalık bu zorlu eğitimin son aşamasının adı ise ""cennete giden yol""... askerler ""cennete giden yol"" eğitiminde sivriltilmiş mercan kayalarında sürünme, takla atma gibi birçok zorlu engelden geçiriliyor. i̇şte zorlu eğitimden kareler... cennete gi̇den yol/foto galeri̇",418,54,"T24 -  Tayvan Deniz Kuvvetleri'nde görev alan askerler, hem kara hem deniz eğitiminden geçiriliyor. Tayvan'ın güneyindeki Zuoying bölgesinde verilen 9 haftalık bu zorlu eğitimin son aşamasının adı ise ""[PET_BOUNDARY]Cennete giden[PET_BOUNDARY] yol""... Askerler ""Cennete giden yol"" eğitiminde sivriltilmiş mercan kayalarında sürünme, takla atma gibi birçok zorlu engelden geçiriliyor. İşte zorlu eğitimden kareler... CENNETE GİDEN YOL / FOTO GALERİ",0,sometimes_euph
2068,2069,öbür dünyaya göçmek,öteki dünyaya göçer,death,"ebediyen ayrılıyorlar. Ve bir daha gelmemek üzere... Her insan dünyaya gelir ve terzisine ölçüsünü verir ve öteki dünyaya göçer . Erkan Saraçoğlu, canım kardeşim benim... Lüleburgazspor'a beraber çalıştık yıllarca. Lüleburgazspor'a gelen en",ebediyen ayrılıyorlar ve bir daha gelmemek üzere her insan dünyaya gelir ve terzisine ölçüsünü verir ve öteki dünyaya göçer  erkan saraçoğlu canım kardeşim benim lüleburgazspora beraber çalıştık yıllarca lüleburgazspora gelen en,240,32,"ebediyen ayrılıyorlar. Ve bir daha gelmemek üzere... Her insan dünyaya gelir ve terzisine ölçüsünü verir ve [PET_BOUNDARY]öteki dünyaya göçer[PET_BOUNDARY]. Erkan Saraçoğlu, canım kardeşim benim... Lüleburgazspor'a beraber çalıştık yıllarca. Lüleburgazspor'a gelen en",1,always_euph
593,594,kaybetmek,kaybolmadan,death,"Abbas, Filistin lideri Yaser Arafat'ın  binlerce kişinin katıldığı 6. ölüm yıldönümünü anma töreninde yaptığı konuşmada, ""iki tarafın çocuklarının da fırsatlar kaybolmadan önce bir arada varolmayı tatması gerektiğini"" belirtti. İsrail-Filistin barış görüşmeleri, İsrail'in Batı Şeria ve Doğu Kudüs'te yeni yerleşim birimleri inşaatını durdurmayı reddetmesi üzerine kesilmişti.","abbas, filistin lideri yaser arafat'ın  binlerce kişinin katıldığı 6. ölüm yıldönümünü anma töreninde yaptığı konuşmada, ""iki tarafın çocuklarının da fırsatlar kaybolmadan önce bir arada varolmayı tatması gerektiğini"" belirtti. i̇srail-filistin barış görüşmeleri, i̇srail'in batı şeria ve doğu kudüs'te yeni yerleşim birimleri inşaatını durdurmayı reddetmesi üzerine kesilmişti.",378,45,"Abbas, Filistin lideri Yaser Arafat'ın  binlerce kişinin katıldığı 6. ölüm yıldönümünü anma töreninde yaptığı konuşmada, ""iki tarafın çocuklarının da fırsatlar [PET_BOUNDARY]kaybolmadan[PET_BOUNDARY] önce bir arada varolmayı tatması gerektiğini"" belirtti. İsrail - Filistin barış görüşmeleri, İsrail'in Batı Şeria ve Doğu Kudüs'te yeni yerleşim birimleri inşaatını durdurmayı reddetmesi üzerine kesilmişti.",0,sometimes_euph
736,737,siyahi,siyahi,physical/mental attributes,"Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi Amerikalıların, ocak ayında iktidara gelen Barack Obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.","amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, siyahi amerikalıların, ocak ayında iktidara gelen barack obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. göstericiler obama'yı, ""washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",298,34,"Amerikan askerlerinin ülkeye dönmesini isteyen 200 kadar kişilik grubun gösterisi, [PET_BOUNDARY]siyahi[PET_BOUNDARY] Amerikalıların, ocak ayında iktidara gelen Barack Obama'ya  yönelik ilk gösterisi olma özelliğini taşıyor. Göstericiler Obama'yı, ""Washington'un dünya çapında emperyalist gündemini devam ettirmekle"" suçluyor.",1,sometimes_euph
563,564,kaybetmek,kaybı,death,"Küçükçekmece'de bir binanın girişindeki kozmetik dükkanında sebebi bilinmeyen bir patlama meydana geldi. Patlamanın ardından işyerinde yangın çıktı. Olay mahallini emniyet şeridi ile çeviren polis ekipleri, vatandaşları da uzaklaştırdı. Can kaybı ve yaralanmanın yaşanmadığı olayda çevredeki işyerleri ve evlerde küçük çapta hasarlar oluştu. Olayla ilgili inceleme başlatıldı.","küçükçekmece'de bir binanın girişindeki kozmetik dükkanında sebebi bilinmeyen bir patlama meydana geldi. patlamanın ardından işyerinde yangın çıktı. olay mahallini emniyet şeridi ile çeviren polis ekipleri, vatandaşları da uzaklaştırdı. can kaybı ve yaralanmanın yaşanmadığı olayda çevredeki işyerleri ve evlerde küçük çapta hasarlar oluştu. olayla ilgili inceleme başlatıldı.",376,46,"Küçükçekmece'de bir binanın girişindeki kozmetik dükkanında sebebi bilinmeyen bir patlama meydana geldi. Patlamanın ardından işyerinde yangın çıktı. Olay mahallini emniyet şeridi ile çeviren polis ekipleri, vatandaşları da uzaklaştırdı. Can [PET_BOUNDARY]kaybı[PET_BOUNDARY] ve yaralanmanın yaşanmadığı olayda çevredeki işyerleri ve evlerde küçük çapta hasarlar oluştu. Olayla ilgili inceleme başlatıldı.",1,sometimes_euph
1126,1127,aybaşı,aybaşı,bodily functions,", şöyle yaparız, böyle yaparız derdi. Ama hiçbir zaman bahsettiği o parası olmadı. Maaşını kumarda yiyip bitirir, aybaşı bakkalı, kasabı atlatmak için yolunu değiştirirdi. Hayatı boyunca fırından ekmeği borca aldı. Ortaokul yıllarına",şöyle yaparız böyle yaparız derdi ama hiçbir zaman bahsettiği o parası olmadı maaşını kumarda yiyip bitirir aybaşı bakkalı kasabı atlatmak için yolunu değiştirirdi hayatı boyunca fırından ekmeği borca aldı ortaokul yıllarına,233,32,", şöyle yaparız, böyle yaparız derdi. Ama hiçbir zaman bahsettiği o parası olmadı. Maaşını kumarda yiyip bitirir, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] bakkalı, kasabı atlatmak için yolunu değiştirirdi. Hayatı boyunca fırından ekmeği borca aldı. Ortaokul yıllarına",0,sometimes_euph
515,516,iki canlı,iki canlı,bodily functions,"""Atlar istediği kadar kusursuz ve hızlı olsun , jokeyler istediği kadar dünyanın  en büyük isimleri olsun , iki canlı arasında yapılan geçici kader birliğinin  mutlu sona ermesi için mutlaka ama mutlaka psikolojik köprüler gerekir .""","""atlar istediği kadar kusursuz ve hızlı olsun jokeyler istediği kadar dünyanın  en büyük isimleri olsun iki canlı arasında yapılan geçici kader birliğinin  mutlu sona ermesi için mutlaka ama mutlaka psikolojik köprüler gerekir",226,32,"""Atlar istediği kadar kusursuz ve hızlı olsun, jokeyler istediği kadar dünyanın  en büyük isimleri olsun, [PET_BOUNDARY]iki canlı[PET_BOUNDARY] arasında yapılan geçici kader birliğinin  mutlu sona ermesi için mutlaka ama mutlaka psikolojik köprüler gerekir.""",0,sometimes_euph
1238,1239,dört kollu,dört kollu,death,"bedenleri birbirinin içine geçmiş, kolları aşağıda sarkık, simetrik bir şekilde sırt üstü yatmaktadırlar; sanki dört kollu tek bir insan gibidirler, sanki örtüşen kaderleri gibi tek bir bedende vücut bulmuş iki insandırlar, sanki masanın",bedenleri birbirinin içine geçmiş kolları aşağıda sarkık simetrik bir şekilde sırt üstü yatmaktadırlar sanki dört kollu tek bir insan gibidirler sanki örtüşen kaderleri gibi tek bir bedende vücut bulmuş iki insandırlar sanki masanın,237,33,"bedenleri birbirinin içine geçmiş, kolları aşağıda sarkık, simetrik bir şekilde sırt üstü yatmaktadırlar; sanki [PET_BOUNDARY]dört kollu[PET_BOUNDARY] tek bir insan gibidirler, sanki örtüşen kaderleri gibi tek bir bedende vücut bulmuş iki insandırlar, sanki masanın",0,sometimes_euph
